Year,Quarter,Region,Model,Units Delivered,Average Price (USD),Production Delay (Days),Battery Type,Drive Type,Color
2019,Q4,North America,Model 3,1060,38509.45,3,Performance,AWD,White
2017,Q4,Australia,Semi,1159,67885.63,11,Standard,AWD,Red
2012,Q2,Australia,Cybertruck,1467,113399.43,41,Long Range,AWD,Blue
2023,Q4,Europe,Semi,687,59114.95,10,Standard,RWD,Green
2017,Q4,Australia,Model Y,1154,37722.22,19,Standard,RWD,Silver
2020,Q3,Australia,Model X,1075,61868.12,21,Performance,RWD,Black
2013,Q3,Asia,Model S,1915,78924.94,28,Performance,AWD,Silver
2020,Q4,Europe,Cybertruck,3427,110942.39,5,Standard,AWD,White
2017,Q1,Australia,Model S,478,97028.35,9,Long Range,RWD,White
2021,Q3,Asia,Model X,2597,114516.82,15,Standard,AWD,Red
2019,Q2,North America,Model Y,1674,48416.9,26,Long Range,RWD,Blue
2012,Q1,Australia,Model X,1492,47554.07,29,Long Range,RWD,Black
2022,Q3,North America,Model S,3418,36264.27,32,Long Range,RWD,Black
2014,Q2,Europe,Model S,860,68946.13,60,Long Range,AWD,Red
2016,Q3,Australia,Cybertruck,3560,115639.49,58,Long Range,RWD,Green
2015,Q3,North America,Cybertruck,133,69856.12,40,Performance,AWD,Red
2014,Q4,Asia,Cybertruck,2906,116634.56,30,Standard,AWD,White
2013,Q2,Europe,Model X,1725,113125.63,17,Standard,RWD,Green
2016,Q3,South America,Model S,3921,52788.05,44,Performance,AWD,Black
2021,Q2,Australia,Semi,3783,39407.19,3,Long Range,AWD,Blue
2024,Q2,Europe,Model Y,2791,73505.34,0,Long Range,AWD,White
2021,Q4,Europe,Model Y,4684,103470.78,51,Performance,RWD,White
2013,Q4,Asia,Model S,2636,86278.57,36,Long Range,AWD,Blue
2021,Q2,North America,Semi,1796,89497.43,52,Long Range,RWD,Blue
2016,Q3,South America,Semi,3851,39794.1,0,Long Range,AWD,Green
2021,Q2,Europe,Semi,4607,74751.45,36,Performance,AWD,Green
2022,Q3,Europe,Cybertruck,4080,46389.81,42,Standard,RWD,White
2024,Q4,Europe,Semi,2202,91876.2,35,Long Range,AWD,Silver
2013,Q2,Asia,Model S,1021,102176.14,60,Standard,AWD,Green
2018,Q4,Australia,Model S,805,96193.24,3,Performance,RWD,Black
2018,Q3,Australia,Model 3,1190,84975.71,30,Long Range,RWD,Red
2018,Q1,Australia,Model X,1854,107229.97,57,Long Range,AWD,Red
2018,Q1,Asia,Model S,3973,44482.02,53,Standard,RWD,Blue
2022,Q4,Australia,Cybertruck,3578,92352.31,6,Performance,RWD,Blue
2020,Q4,South America,Cybertruck,2597,95532.72,28,Performance,AWD,White
2012,Q4,North America,Model X,2158,76490.79,21,Performance,RWD,Red
2013,Q3,North America,Cybertruck,1355,112034.99,11,Long Range,RWD,White
2024,Q2,North America,Model X,4719,69706.62,15,Long Range,AWD,Black
2023,Q3,Asia,Cybertruck,2194,40098.57,22,Performance,AWD,White
2018,Q1,Australia,Cybertruck,644,110865.82,53,Long Range,RWD,Red
2012,Q1,Asia,Semi,4300,98243.17,22,Performance,AWD,White
2024,Q4,North America,Model Y,2897,85105.69,38,Long Range,AWD,Black
2014,Q4,Europe,Model 3,2199,114242.49,53,Standard,AWD,Blue
2015,Q3,Asia,Cybertruck,1539,42769.28,33,Performance,AWD,Red
2015,Q4,Asia,Model S,4180,99438.02,39,Long Range,AWD,Red
2019,Q4,Asia,Model Y,1408,81895.17,31,Standard,AWD,White
2018,Q2,Asia,Semi,2895,79333.22,47,Standard,AWD,Green
2014,Q4,Europe,Model 3,727,117616.59,29,Long Range,AWD,Red
2020,Q4,Europe,Semi,4044,42628.72,28,Performance,RWD,Red
2021,Q4,Asia,Model Y,3029,106828.21,48,Performance,RWD,Blue
2016,Q3,Europe,Cybertruck,4684,93413.55,24,Standard,AWD,Silver
2020,Q2,South America,Semi,1294,87389.99,4,Long Range,AWD,Silver
2017,Q4,Europe,Model X,333,93359.35,24,Performance,RWD,Red
2015,Q4,North America,Model 3,3441,78463.79,32,Performance,RWD,Silver
2020,Q2,North America,Semi,4861,41453.46,59,Performance,AWD,White
2013,Q4,Asia,Model Y,1410,85862.85,45,Performance,AWD,Red
2013,Q4,North America,Model X,1505,94776.31,55,Standard,RWD,White
2018,Q1,South America,Cybertruck,893,35823.14,22,Standard,AWD,Red
2022,Q4,North America,Model 3,294,107298.59,41,Performance,AWD,Silver
2023,Q3,Asia,Model S,4730,116253.57,0,Long Range,AWD,Green
2021,Q3,Australia,Model S,4025,55761.55,56,Long Range,AWD,Green
2017,Q4,Australia,Model X,2006,55102.61,3,Standard,RWD,Black
2022,Q4,Australia,Model X,408,42864.44,19,Long Range,AWD,Green
2018,Q3,Europe,Model S,850,77670.38,48,Performance,AWD,Black
2023,Q2,Australia,Model Y,3926,88889.8,51,Standard,RWD,Blue
2024,Q4,Europe,Model S,1214,110502.35,16,Performance,RWD,Red
2023,Q4,North America,Semi,4818,114526.56,60,Long Range,RWD,Black
2018,Q3,Europe,Model Y,1188,85447.76,13,Long Range,AWD,Red
2019,Q3,North America,Model Y,535,101669.94,0,Standard,AWD,White
2021,Q3,Asia,Model S,4078,66447.98,43,Standard,AWD,Blue
2012,Q2,South America,Model Y,2949,71895.69,6,Standard,AWD,Blue
2017,Q1,North America,Semi,2554,56064.13,53,Performance,AWD,White
2017,Q3,Europe,Model S,2066,50780.91,59,Performance,RWD,White
2012,Q2,North America,Model 3,4654,111606.86,18,Standard,AWD,Green
2019,Q3,Asia,Model X,2322,37082.41,27,Performance,AWD,White
2019,Q2,South America,Model Y,1525,97633.27,14,Standard,RWD,Black
2013,Q2,Asia,Model 3,222,110886.56,25,Performance,AWD,Black
2014,Q2,Australia,Semi,2018,72522.11,46,Performance,AWD,Blue
2020,Q2,Australia,Model S,585,44235.5,18,Long Range,RWD,Black
2015,Q1,North America,Model Y,4243,80372.32,37,Standard,RWD,Blue
2013,Q4,Asia,Model Y,130,79122.0,3,Performance,RWD,Red
2016,Q4,North America,Cybertruck,3797,53490.05,51,Long Range,AWD,Red
2024,Q2,Asia,Cybertruck,967,90635.23,25,Long Range,RWD,Blue
2013,Q1,Asia,Model X,1750,91028.79,11,Long Range,AWD,Red
2016,Q1,Australia,Model 3,3438,112635.05,43,Long Range,AWD,Red
2022,Q2,North America,Cybertruck,1321,117071.06,50,Standard,RWD,Green
2020,Q4,North America,Semi,750,63956.14,51,Performance,AWD,Black
2016,Q3,Australia,Model S,1348,38157.61,35,Standard,RWD,Black
2019,Q4,Australia,Model S,3457,117809.39,12,Performance,RWD,Green
2018,Q4,Europe,Semi,2070,75428.32,53,Long Range,RWD,Red
2024,Q2,Australia,Model X,2606,81012.77,36,Standard,AWD,Silver
2017,Q1,Australia,Model S,77,116815.41,28,Performance,RWD,Black
2012,Q4,Asia,Model X,1034,36290.27,26,Standard,RWD,Red
2014,Q3,North America,Model S,3355,66745.82,23,Long Range,RWD,Blue
2022,Q3,North America,Model S,4737,69401.76,49,Standard,RWD,Blue
2017,Q4,South America,Model Y,4882,42769.25,5,Long Range,AWD,Black
2017,Q2,Europe,Cybertruck,4527,48379.11,40,Long Range,RWD,Silver
2015,Q3,South America,Model Y,2180,63359.77,8,Performance,RWD,Red
2013,Q2,Asia,Semi,2700,63080.51,28,Performance,AWD,Red
2019,Q1,Asia,Model S,480,59209.55,15,Long Range,RWD,Blue
2017,Q4,South America,Model S,1132,37559.17,38,Long Range,RWD,White
2015,Q4,Australia,Model Y,2258,100155.25,33,Long Range,RWD,Silver
2021,Q1,Asia,Model X,2183,74649.51,11,Long Range,AWD,Blue
2012,Q4,Asia,Model S,2062,86930.84,59,Long Range,RWD,Red
2019,Q1,Australia,Model X,290,44036.52,36,Performance,AWD,Silver
2023,Q4,South America,Model Y,623,69319.12,14,Standard,RWD,Black
2016,Q4,Australia,Model S,2612,54124.82,19,Long Range,AWD,White
2020,Q2,South America,Model S,243,102137.81,37,Standard,AWD,White
2024,Q3,Europe,Model X,169,115715.58,57,Standard,RWD,Green
2021,Q2,Europe,Model 3,2008,105462.02,27,Performance,RWD,Black
2015,Q1,South America,Model X,566,89086.83,60,Long Range,AWD,Green
2024,Q3,Australia,Model Y,1471,72025.42,19,Performance,AWD,Red
2018,Q2,South America,Semi,3513,103518.81,41,Standard,RWD,Green
2023,Q3,North America,Model X,4438,110199.24,8,Performance,RWD,Red
2024,Q3,South America,Model Y,1840,89330.05,9,Long Range,AWD,Red
2024,Q2,North America,Cybertruck,2957,114397.48,3,Long Range,RWD,Black
2017,Q3,Asia,Semi,2886,114844.73,46,Long Range,AWD,Silver
2013,Q3,Australia,Cybertruck,3653,80114.16,11,Performance,AWD,Green
2022,Q3,Australia,Semi,195,105769.14,48,Long Range,RWD,Blue
2017,Q1,South America,Cybertruck,311,91485.13,2,Long Range,RWD,Green
2015,Q2,North America,Model 3,2490,88475.25,16,Long Range,AWD,Green
2022,Q1,Australia,Cybertruck,2119,113863.98,57,Long Range,AWD,Green
2023,Q1,South America,Model 3,921,116064.44,57,Standard,AWD,Green
2024,Q4,Australia,Semi,2243,52917.59,2,Performance,RWD,Red
2012,Q4,North America,Model Y,3770,116548.24,15,Long Range,RWD,Silver
2020,Q1,North America,Semi,828,73768.52,47,Long Range,RWD,White
2022,Q3,Australia,Cybertruck,730,105843.89,1,Performance,AWD,Green
2012,Q3,South America,Cybertruck,1476,37213.44,29,Standard,AWD,Red
2013,Q1,Australia,Model 3,1707,39479.33,53,Long Range,AWD,Red
2020,Q4,North America,Model S,1412,100600.68,32,Standard,RWD,White
2021,Q1,Australia,Model Y,3563,117804.97,58,Long Range,AWD,Red
2018,Q3,North America,Model X,3922,110341.64,22,Performance,RWD,Blue
2019,Q4,Europe,Semi,4740,66783.8,24,Performance,RWD,Red
2024,Q1,Asia,Semi,849,87783.73,60,Long Range,AWD,Black
2022,Q2,Europe,Cybertruck,2435,42788.22,8,Performance,AWD,Blue
2020,Q2,Asia,Model 3,2295,104332.36,13,Long Range,AWD,White
2013,Q4,Asia,Model 3,218,87464.9,18,Long Range,RWD,Black
2021,Q1,South America,Model X,2904,57509.12,50,Standard,RWD,Black
2016,Q1,South America,Model Y,2116,57204.98,29,Long Range,RWD,Green
2023,Q2,South America,Model X,2734,57146.8,29,Standard,RWD,Red
2022,Q2,North America,Model 3,3786,72035.15,31,Performance,AWD,Black
2017,Q2,Asia,Model S,4041,71033.0,53,Long Range,RWD,Blue
2014,Q2,Asia,Cybertruck,2101,58947.12,57,Performance,AWD,Green
2016,Q3,Australia,Cybertruck,2117,36190.78,33,Standard,AWD,Red
2015,Q4,Australia,Model X,2687,45773.57,26,Performance,RWD,Silver
2022,Q1,South America,Cybertruck,4239,36148.21,44,Standard,AWD,Red
2020,Q1,Australia,Cybertruck,1443,114860.72,13,Performance,RWD,Blue
2021,Q3,Europe,Semi,4626,69756.46,21,Performance,AWD,White
2015,Q3,Asia,Cybertruck,4180,64617.22,54,Standard,AWD,White
2014,Q4,North America,Model X,4843,86123.37,48,Standard,RWD,Red
2013,Q1,Australia,Semi,1374,78632.46,21,Performance,RWD,Silver
2014,Q1,North America,Cybertruck,234,65216.89,51,Standard,AWD,Silver
2017,Q4,South America,Model S,4532,57825.48,52,Performance,AWD,Red
2022,Q1,North America,Model 3,2875,44867.58,44,Standard,RWD,Green
2015,Q1,South America,Model 3,2780,72354.88,42,Performance,AWD,Silver
2016,Q2,North America,Semi,1311,48335.55,0,Long Range,RWD,White
2017,Q4,South America,Model X,250,96601.02,27,Long Range,RWD,Silver
2017,Q2,Europe,Model X,3693,87844.85,22,Standard,RWD,Green
2017,Q1,North America,Cybertruck,905,85195.74,41,Standard,AWD,Silver
2021,Q4,Australia,Semi,763,41883.35,0,Standard,RWD,Blue
2021,Q3,Australia,Model X,1733,117389.39,19,Long Range,RWD,Green
2012,Q3,Europe,Model S,3443,88930.75,10,Performance,AWD,Green
2014,Q3,Asia,Cybertruck,3059,80708.95,60,Long Range,RWD,Silver
2023,Q2,Asia,Cybertruck,2565,44274.62,47,Standard,RWD,White
2024,Q4,Asia,Model 3,2777,43728.15,50,Long Range,AWD,Silver
2024,Q4,Australia,Model 3,2480,58272.5,13,Long Range,RWD,Red
2019,Q1,Europe,Model X,1284,43044.22,46,Performance,AWD,White
2022,Q3,South America,Model X,1438,68019.1,40,Standard,AWD,White
2017,Q2,Australia,Model X,1402,51687.3,3,Performance,RWD,Red
2024,Q2,South America,Model X,1769,87064.56,49,Long Range,RWD,Silver
2018,Q1,South America,Semi,2416,35853.48,16,Long Range,RWD,Red
2024,Q2,Europe,Model 3,1436,59605.22,2,Long Range,AWD,Red
2022,Q1,Asia,Semi,1254,105835.52,53,Standard,RWD,Red
2014,Q2,Asia,Model 3,233,47636.4,44,Standard,AWD,Red
2023,Q2,Asia,Model 3,1375,86354.12,24,Standard,RWD,Blue
2015,Q4,North America,Model X,78,81905.3,0,Performance,RWD,Red
2019,Q2,Australia,Model 3,4864,47374.31,20,Performance,RWD,Green
2014,Q2,Europe,Cybertruck,727,51732.12,60,Long Range,AWD,Green
2016,Q3,Europe,Model 3,4885,118924.56,16,Long Range,RWD,Blue
2016,Q1,Asia,Model 3,2851,81989.42,51,Performance,AWD,Black
2021,Q3,North America,Cybertruck,1566,64355.91,58,Long Range,AWD,Black
2019,Q3,Europe,Semi,852,57854.56,15,Performance,RWD,Green
2024,Q3,North America,Model S,558,110833.47,55,Long Range,RWD,Green
2016,Q4,North America,Model 3,1691,71065.14,17,Standard,RWD,White
2024,Q2,Australia,Model S,2878,47695.36,53,Performance,RWD,Black
2014,Q4,Asia,Cybertruck,3689,58946.65,35,Long Range,AWD,Blue
2012,Q1,Europe,Model X,2425,79515.47,0,Long Range,RWD,Silver
2024,Q1,Australia,Model 3,1625,93455.65,46,Long Range,AWD,Red
2015,Q1,North America,Model X,3084,101796.92,13,Standard,RWD,Green
2017,Q4,North America,Cybertruck,2926,45237.44,46,Standard,RWD,Blue
2019,Q1,Asia,Model 3,3079,87388.63,16,Standard,AWD,Blue
2013,Q2,Europe,Model S,3643,47327.68,46,Standard,RWD,White
2021,Q2,North America,Cybertruck,855,115233.1,45,Long Range,AWD,Red
2017,Q3,South America,Model 3,2965,57498.52,12,Long Range,RWD,Red
2022,Q2,Australia,Model 3,2270,51067.19,47,Long Range,RWD,Blue
2013,Q2,Europe,Semi,845,119436.05,29,Performance,AWD,Red
2014,Q4,Australia,Model S,4655,112879.42,26,Performance,RWD,Red
2018,Q2,Europe,Model 3,4827,85619.82,22,Standard,RWD,Blue
2020,Q2,North America,Model Y,1580,65660.1,44,Performance,AWD,White
2021,Q1,Australia,Model Y,805,84407.19,48,Performance,AWD,Green
2013,Q4,Australia,Model Y,2776,66564.73,44,Performance,AWD,White
2020,Q4,North America,Model 3,4827,40005.47,27,Long Range,RWD,Silver
2015,Q2,Australia,Model S,4294,43895.56,3,Long Range,AWD,Green
2021,Q1,South America,Model Y,2896,76570.57,33,Performance,RWD,Red
2018,Q1,Australia,Semi,1207,45636.72,10,Long Range,RWD,Black
2017,Q2,North America,Semi,4395,84958.91,24,Performance,RWD,White
2018,Q1,Asia,Model X,2139,54027.9,45,Standard,RWD,Black
2020,Q2,Asia,Model 3,4739,36363.19,10,Long Range,AWD,Green
2012,Q4,North America,Model S,211,67138.02,57,Long Range,RWD,Silver
2012,Q3,Asia,Semi,2808,36509.82,14,Performance,RWD,Black
2023,Q4,Asia,Model 3,1551,93423.19,45,Standard,AWD,White
2023,Q2,Europe,Model X,2661,40987.34,38,Performance,AWD,Silver
2017,Q1,Australia,Model X,1871,79740.7,8,Standard,AWD,Silver
2017,Q4,Australia,Semi,538,90446.38,25,Long Range,AWD,Black
2016,Q2,Asia,Semi,2033,70408.92,34,Long Range,AWD,Blue
2013,Q4,Asia,Model S,543,40219.18,46,Performance,AWD,White
2014,Q2,Asia,Model Y,1044,59065.2,7,Standard,RWD,White
2017,Q4,Europe,Model Y,3079,99739.61,21,Performance,RWD,Red
2014,Q1,South America,Model X,3638,37858.25,16,Long Range,RWD,Blue
2015,Q3,Europe,Cybertruck,3742,40336.1,56,Long Range,AWD,White
2024,Q3,South America,Model S,2520,94404.77,32,Performance,RWD,Green
2017,Q4,South America,Model Y,1635,75836.15,60,Performance,AWD,White
2023,Q2,North America,Cybertruck,1011,68813.14,26,Performance,AWD,Blue
2022,Q2,Europe,Model X,4097,69409.61,56,Performance,RWD,Blue
2017,Q2,South America,Cybertruck,501,118392.33,1,Performance,AWD,White
2013,Q1,South America,Model X,740,72792.33,50,Performance,AWD,Blue
2016,Q2,Asia,Model X,116,107696.22,23,Standard,AWD,Green
2024,Q4,Australia,Model S,1954,43099.88,51,Long Range,AWD,White
2024,Q4,Australia,Cybertruck,4230,78827.47,51,Standard,RWD,Silver
2024,Q4,Australia,Model 3,4674,46867.42,1,Long Range,AWD,White
2022,Q3,North America,Model Y,4982,91414.63,34,Standard,AWD,Silver
2012,Q1,Asia,Model S,3060,87842.69,60,Long Range,RWD,Blue
2016,Q4,South America,Model S,699,103327.6,49,Standard,AWD,White
2022,Q2,South America,Model S,3932,85594.97,6,Performance,RWD,Silver
2024,Q4,North America,Cybertruck,273,110637.55,4,Long Range,AWD,Red
2022,Q3,South America,Model Y,1750,45718.39,0,Performance,RWD,Red
2020,Q1,Asia,Cybertruck,4108,38673.01,26,Long Range,RWD,White
2015,Q1,North America,Model 3,4253,89735.47,37,Standard,RWD,Blue
2015,Q3,Europe,Cybertruck,164,37780.33,50,Performance,AWD,White
2020,Q4,South America,Semi,2555,79145.76,13,Performance,AWD,Blue
2015,Q4,North America,Model Y,324,35200.19,17,Performance,RWD,White
2015,Q4,Europe,Model X,3008,71665.89,17,Long Range,AWD,Black
2024,Q4,North America,Model S,838,110209.82,19,Performance,AWD,Black
2023,Q1,North America,Model S,576,48999.24,13,Standard,AWD,Red
2016,Q1,Asia,Model 3,2567,58931.83,57,Standard,AWD,Silver
2023,Q3,Europe,Cybertruck,612,72059.42,14,Long Range,AWD,White
2019,Q1,Asia,Model X,2803,42741.45,19,Performance,RWD,Green
2022,Q2,South America,Cybertruck,539,91368.14,1,Standard,AWD,Green
2013,Q3,Asia,Model Y,1173,96341.66,14,Standard,AWD,Red
2019,Q1,Asia,Model X,1181,97813.75,57,Long Range,RWD,Red
2016,Q1,North America,Model 3,2898,36310.49,28,Performance,RWD,White
2021,Q3,Australia,Model X,440,90943.81,49,Long Range,AWD,Black
2014,Q2,South America,Model S,2544,54745.44,7,Long Range,AWD,Blue
2021,Q3,North America,Model S,1014,66456.17,34,Long Range,AWD,Black
2016,Q3,South America,Cybertruck,2389,95457.17,47,Performance,AWD,Blue
2016,Q3,Asia,Model S,545,48272.63,31,Long Range,RWD,Black
2013,Q1,South America,Cybertruck,672,69605.0,33,Standard,RWD,Green
2022,Q1,South America,Cybertruck,906,62000.05,31,Long Range,RWD,Red
2019,Q1,Asia,Semi,3107,63678.18,13,Standard,AWD,Red
2019,Q2,Asia,Model S,3054,66112.32,50,Performance,AWD,White
2024,Q2,North America,Model 3,1091,39359.49,4,Standard,RWD,White
2014,Q3,North America,Model S,4748,55282.97,10,Standard,RWD,Blue
2020,Q3,Asia,Semi,2927,45761.5,25,Long Range,RWD,Red
2018,Q2,Europe,Model 3,841,106103.1,7,Performance,RWD,White
2016,Q2,Europe,Model S,4107,105278.73,57,Long Range,AWD,Red
2014,Q4,North America,Model S,4032,100769.0,56,Performance,RWD,Green
2015,Q2,Asia,Model 3,1261,52881.79,31,Long Range,AWD,White
2023,Q2,Australia,Model S,3294,96536.79,23,Long Range,RWD,Black
2019,Q4,North America,Model S,1269,117038.25,54,Long Range,RWD,White
2017,Q4,Europe,Model 3,3745,104489.34,48,Long Range,RWD,Green
2014,Q4,Australia,Cybertruck,633,99643.53,4,Long Range,RWD,Red
2015,Q3,North America,Cybertruck,3679,63079.67,55,Long Range,RWD,Red
2022,Q3,North America,Cybertruck,1696,97311.72,51,Standard,RWD,Silver
2021,Q3,Australia,Model X,2004,39322.36,3,Standard,AWD,Blue
2016,Q2,North America,Model 3,3918,59538.14,52,Standard,RWD,Silver
2018,Q2,Europe,Model X,293,92718.94,11,Performance,AWD,Silver
2015,Q4,Europe,Model Y,1250,119598.58,49,Long Range,RWD,Black
2017,Q1,North America,Model Y,4788,50945.73,55,Standard,RWD,White
2015,Q2,South America,Model Y,3540,104134.46,0,Performance,RWD,Blue
2019,Q2,Europe,Semi,4746,45087.81,45,Standard,RWD,Blue
2017,Q3,South America,Cybertruck,4805,41394.36,38,Long Range,RWD,Silver
2015,Q3,Europe,Model X,898,107382.88,9,Long Range,AWD,Red
2021,Q4,Europe,Cybertruck,808,91793.0,55,Performance,AWD,Black
2012,Q3,Asia,Model 3,2692,42444.03,13,Long Range,RWD,Green
2019,Q1,Asia,Model X,1779,55664.19,40,Performance,AWD,White
2020,Q1,Europe,Cybertruck,2537,64458.59,7,Performance,RWD,Silver
2015,Q2,South America,Model Y,959,101868.84,26,Long Range,RWD,Blue
2013,Q2,Australia,Semi,2177,76130.04,26,Performance,RWD,Black
2016,Q1,South America,Model Y,1440,87092.85,4,Performance,AWD,Green
2015,Q1,Australia,Model X,2722,102936.81,16,Long Range,AWD,Blue
2021,Q1,South America,Model X,779,56929.89,22,Performance,AWD,Silver
2018,Q4,South America,Model 3,2578,52227.2,22,Performance,RWD,Silver
2016,Q2,Australia,Semi,3384,51672.59,25,Standard,RWD,Red
2022,Q3,South America,Semi,1102,86587.9,34,Long Range,AWD,Red
2016,Q2,North America,Model X,2117,61351.86,55,Standard,RWD,Blue
2023,Q4,North America,Model 3,3066,56376.45,29,Long Range,RWD,Black
2013,Q3,North America,Model Y,1439,105257.95,14,Long Range,RWD,Red
2023,Q2,South America,Model S,85,50243.61,44,Long Range,AWD,Red
2023,Q1,Asia,Cybertruck,4101,64319.22,44,Long Range,RWD,Blue
2016,Q2,North America,Cybertruck,1179,60040.01,13,Standard,AWD,Blue
2022,Q2,Europe,Model X,1964,114499.64,45,Performance,AWD,Green
2020,Q4,Australia,Semi,4318,44646.76,5,Performance,AWD,Silver
2019,Q3,Europe,Model X,3515,61316.76,42,Standard,AWD,Silver
2023,Q3,South America,Model 3,521,54165.65,30,Performance,RWD,Silver
2017,Q2,South America,Semi,784,37087.48,54,Performance,RWD,Black
2023,Q2,Europe,Cybertruck,3017,81566.56,46,Long Range,AWD,Red
2013,Q4,North America,Model 3,1153,49455.22,46,Performance,RWD,Blue
2014,Q1,North America,Model 3,4944,73580.0,38,Long Range,RWD,White
2013,Q4,Australia,Model Y,3629,106033.2,39,Performance,AWD,Red
2017,Q4,Europe,Model S,4801,116122.84,38,Performance,RWD,Silver
2023,Q2,Asia,Model Y,2442,100420.07,22,Performance,RWD,White
2019,Q4,Asia,Model X,595,43452.01,37,Performance,AWD,White
2023,Q1,Asia,Semi,3305,69614.72,0,Performance,RWD,Black
2012,Q2,Europe,Model X,1481,44341.84,49,Standard,AWD,Black
2021,Q4,North America,Model X,849,46182.07,38,Long Range,RWD,White
2024,Q1,Australia,Cybertruck,2896,53941.46,22,Performance,RWD,Black
2019,Q2,North America,Model S,701,59406.12,38,Long Range,AWD,Black
2022,Q3,North America,Model S,3016,87445.64,23,Performance,AWD,White
2017,Q3,South America,Model S,3861,81511.13,11,Long Range,RWD,Red
2021,Q4,North America,Semi,3342,42877.47,42,Long Range,RWD,Red
2019,Q1,Australia,Cybertruck,1126,110326.7,26,Performance,AWD,White
2017,Q1,Europe,Model S,2170,66062.37,37,Performance,RWD,Silver
2023,Q3,South America,Semi,746,55633.1,34,Performance,RWD,Green
2015,Q2,Asia,Model S,3672,36058.42,29,Standard,AWD,Blue
2020,Q2,Europe,Model S,2550,58963.66,18,Performance,AWD,White
2014,Q3,South America,Cybertruck,189,36263.07,50,Performance,AWD,Silver
2012,Q3,Australia,Cybertruck,1447,63227.95,51,Performance,AWD,Blue
2018,Q3,Asia,Model Y,1489,41913.32,24,Long Range,AWD,Green
2015,Q4,Europe,Cybertruck,1097,44883.07,44,Standard,RWD,Red
2021,Q3,Asia,Model X,4833,58630.48,38,Long Range,AWD,White
2021,Q1,Asia,Model Y,2717,43575.75,18,Long Range,RWD,White
2017,Q1,South America,Cybertruck,1928,111080.77,16,Standard,AWD,Blue
2019,Q2,Australia,Semi,1049,119884.15,16,Standard,AWD,White
2019,Q2,North America,Model Y,2487,112690.05,38,Long Range,RWD,Black
